Language_area	Journal	Year	Vol	No	Listed_Translator	Translator	Author	Title	Genre	SL	TL
DE	ME	1960	14	7	Anon.	Anon.	Holthusen, Hans Egon	Was ist abendländisch?	Non-fictional prose	EN-AE	DE
DE	ME	1960	14	7	Parigi, Ingrid	Parigi, Ingrid	Buzzati, Dino	Strafe für Liebe	Fictional prose	IT	DE
DE	ME	1960	14	8	Anon.	Anon.	Arendt, Hannah	Der Mensch und die Arbeit	Non-fictional prose	EN-AE	DE
DE	ME	1960	14	8	Brońska-Pampuch, Wanda	Brońska-Pampuch, Wanda	Kolakowski, Leszek	Lob der Inkonsequenz	Non-fictional prose	PL	DE
DE	ME	1960	14	8	Möring, Richard	Möring, Richard	Mallarmé, Stéphane	[Untitled]	Poetry	FR	DE
DE	ME	1960	14	8	Möring, Richard	Möring, Richard	Mallarmé, Stéphane	[Untitled]	Poetry	FR	DE
DE	ME	1960	14	9	Hocke, Gustav René	Hocke, Gustav René	Cacciatore, Edoardo	Entfernte Vergangenheit	Poetry	IT	DE
DE	ME	1960	14	9	Hocke, Gustav René	Hocke, Gustav René	Cacciatore, Edoardo	Die Zukunft	Poetry	IT	DE
DE	ME	1960	14	9	Erné, Nino	Erné, Nino	Calvino, Italo	Zuletzt kommt der Rabe	Fictional prose	IT	DE
DE	ME	1960	14	10	Horst, Karl August	Horst, Karl August	Valéry, Paul	Leonardo und die Philosophen: Brief an Leo Ferrero (1929)	Non-fictional prose	FR	DE
DE	ME	1960	14	10	Richter-Ruhland, Walter	Richter-Ruhland, Walter	Olescha, Jurij	Menschenmaterial	Fictional prose	RU	DE
DE	ME	1960	14	11	Levitin, Isabella	Levitin, Isabella	Auden, W. H.	Dichtung und Wahrheit: Ein ungeschriebenes Gedicht	Poetry	EN-AE	DE
DE	ME	1960	14	11	Kemp, Friedhelm	Kemp, Friedhelm	Perse, Saint-John	Chronik	Poetry	FR	DE
DE	ME	1960	14	11	Sauter, Lilly	Sauter, Lilly	Emmanuel, Pierre	Tolstoi und der Christ	Non-fictional prose; Life-writing	FR	DE
DE	ME	1960	14	12	Pagel, L. H.	Pagel, L. H.	Donne, John	Der Frau Beständigkeit	Poetry	EN-BE	DE
DE	ME	1960	14	12	Pagel, L. H.	Pagel, L. H.	Donne, John	Tagesanbruch	Poetry	EN-BE	DE
DE	ME	1960	14	12	Pagel, L. H.	Pagel, L. H.	Donne, John	Der Floh	Poetry	EN-BE	DE
DE	ME	1960	14	12	Pagel, L. H.	Pagel, L. H.	Donne, John	Die Botschaft	Poetry	EN-BE	DE
DE	ME	1960	14	12	Pagel, L. H.	Pagel, L. H.	Donne, John	Hymne an Gott den Vater	Poetry	EN-BE	DE
DE	ME	1961	15	1	Kemp, Friedhelm	Kemp, Friedhelm	Jouhandeau, Marcel	Betrachtungen über das Leben und das Glück	Non-fictional prose	FR	DE
DE	ME	1961	15	1	Strauch, Georg	Strauch, Georg	Kasakow, Jurij	Manjka	Fictional prose	RU	DE
DE	ME	1961	15	2	Horst, Karl August	Horst, Karl August	Borges, Jorge Luis	Der argentinische Schriftsteller und die Tradition	Non-fictional prose	SP	DE
DE	ME	1961	15	3	Kempski, Jürgen v.	Kempski, Jürgen v.	Gábor, Dennis	Zivilisation und Erfindung: „Intelligente“ Maschinen und das menschliche Gehirn	Non-fictional prose	EN-BE	DE
DE	ME	1961	15	3	Hinterhäuser, Hans	Hinterhäuser, Hans	Chiaromonte, Nicola	Malraux und der Dämon der Aktion	Non-fictional prose	IT	DE
DE	ME	1961	15	4	Eicke, Werner	Eicke, Werner	Fourastié, Jean	Über die nahe Zukunft der Menschheit: Drei bevölkerungsstatistische Bemerkungen	Non-fictional prose	FR	DE
DE	ME	1961	15	5	Bachmann, Ingeborg	Bachmann, Ingeborg	Ungaretti, Giuseppe	Ich bin eine Kreatur	Poetry	IT	DE
DE	ME	1961	15	5	Bachmann, Ingeborg	Bachmann, Ingeborg	Ungaretti, Giuseppe	Phase	Poetry	IT	DE
DE	ME	1961	15	5	Bachmann, Ingeborg	Bachmann, Ingeborg	Ungaretti, Giuseppe	Schreit nicht mehr	Poetry	IT	DE
DE	ME	1961	15	5	Bachmann, Ingeborg	Bachmann, Ingeborg	Ungaretti, Giuseppe	Verdammnis	Poetry	IT	DE
DE	ME	1961	15	5	Bachmann, Ingeborg	Bachmann, Ingeborg	Ungaretti, Giuseppe	Gebet	Poetry	IT	DE
DE	ME	1961	15	5	Enzensberger, Hans Magnus	Enzensberger, Hans Magnus	Paulhan, Jean	Ungaretti zu Ehren	Book review	IT	DE
DE	ME	1961	15	6	Horst, Karl August	Horst, Karl August	Tucci, Niccolò	Das Verkäufliche am Wahren	Fictional prose	IT	DE
DE	ME	1961	15	7	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1961	15	8	Anon.	Anon.	Johnson, Uwe	Berliner Stadtbahn	Non-fictional prose	EN-AE	DE
DE	ME	1961	15	9	Emmerich, Leo	Emmerich, Leo	Crozier, Brian	Sechs Persönlichkeiten auf der Suche nach dem Afrikanertum	Non-fictional prose	EN-BE	DE
DE	ME	1961	15	9	Anon.	Anon.	Esslin, Martin	Bert Brecht: Vernunft gegen Instinkt	Non-fictional prose	EN-BE	DE
DE	ME	1961	15	10	Kienlechner, Toni	Kienlechner, Toni	Gadda, Carlo Emilio	Der Polizist und die Heiligen	Fictional prose	IT	DE
DE	ME	1961	15	11	Fried, Erich	Fried, Erich	Rokeah, David	Abend im Dorf	Poetry	HEB	DE
DE	ME	1961	15	11	Fried, Erich	Fried, Erich	Rokeah, David	Sturm	Poetry	HEB	DE
DE	ME	1961	15	11	Fried, Erich	Fried, Erich	Rokeah, David	Der Wind	Poetry	HEB	DE
DE	ME	1961	15	11	Dürrenmatt, Friedrich	Dürrenmatt, Friedrich	Rokeah, David	Würfel	Poetry	HEB	DE
DE	ME	1961	15	11	Anon.	Anon.	Heller, Peter	Zu Freuds Briefen – Rezension zu: Sigmund Freud: Briefe 1873-1939	Book review	EN-AE	DE
DE	ME	1961	15	12	Sauter, Lilly	Sauter, Lilly	Yourcenar, Marguerite	Die imaginären Gefängnisse des Piranesi	Non-fictional prose	FR	DE
DE	ME	1961	15	12	Anon.	Anon.	Pavese, Cesare	Die Freiheit	Fictional prose	IT	DE
DE	ME	1962	16	1	Tiel, Walter	Tiel, Walter	Gombrowicz, Witold	Bakakaj: Memoiren des Stefan Czarniecki	Fictional prose	PL	DE
DE	ME	1962	16	2	Tophoven, Elmar	Tophoven, Elmar	Beckett, Samuel	Texte um nichts	Fictional prose	FR	DE
DE	ME	1962	16	2	Horst, Karl August	Horst, Karl August	Blanchot, Maurice	Samuel Beckett	Non-fictional prose	FR	DE
DE	ME	1962	16	3	Kemp, Friedhelm	Kemp, Friedhelm	Paulhan, Jean	Lobrede auf die informelle Kunst	Non-fictional prose	FR	DE
DE	ME	1962	16	3	Buri, Friedrich W.	Buri, Friedrich W.	Vroman, Leo	Die Götter	Poetry	DU	DE
DE	ME	1962	16	3	Buri, Friedrich W.	Buri, Friedrich W.	Vroman, Leo	Friede	Poetry	DU	DE
DE	ME	1962	16	3	Buri, Friedrich W.	Buri, Friedrich W.	Vroman, Leo	Mensch	Poetry	DU	DE
DE	ME	1962	16	3	Buri, Friedrich W.	Buri, Friedrich W.	Vroman, Leo	Regeneration	Poetry	DU	DE
DE	ME	1962	16	3	Kesser, Armin	Kesser, Armin	Svevo, Italo	Aus den Tagebuchblättern und Notizen	Life-writing	IT	DE
DE	ME	1962	16	4	Horst, Karl August	Horst, Karl August	Borges, Jorge Luis	Gedicht von den Gaben	Poetry	SP	DE
DE	ME	1962	16	4	Bock, Werner	Bock, Werner	Borges, Jorge Luis	Matthäus XXV, 30	Poetry	SP	DE
DE	ME	1962	16	4	Bock, Werner	Bock, Werner	Borges, Jorge Luis	Der Friedhof La Recoleta	Poetry	SP	DE
DE	ME	1962	16	5	Horst, Karl August	Horst, Karl August	Butor, Michel	Die Krise der Science Fiction	Non-fictional prose	FR	DE
DE	ME	1962	16	5	Gerhardt, Renate	Gerhardt, Renate	Nabokov, Vladimir	Lance	Fictional prose	EN-AE	DE
DE	ME	1962	16	6	Stresau, Hermann	Stresau, Hermann	Steiner, George	Der Rückzug vom Wort	Non-fictional prose	EN-AE	DE
DE	ME	1962	16	6	Schult, Herta	Schult, Herta	Jewtuschenko, Jewgenij Alexandrowitsch	Die vierte Bürgerstrasse	Fictional prose	RU	DE
DE	ME	1962	16	7	Winger, Ilse	Winger, Ilse	Dobzhansky, Theodosius	Der Mensch und die natürliche Auslese	Non-fictional prose	EN-AE	DE
DE	ME	1962	16	8	Taube, Otto von	Taube, Otto von	Ungaretti, Giuseppe	Das Notizbuch des alten Mannes	Poetry	IT	DE
DE	ME	1962	16	9	Baumgart, Hildegard	Baumgart, Hildegard	Guillén, Jorge	Federico García Lorca	Non-fictional prose	SP	DE
DE	ME	1962	16	10	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1962	16	11	Sauter, Lilly	Sauter, Lilly	Cioran, E. M.	Wider die Zivilisation: Eine Schmährede	Non-fictional prose	FR	DE
DE	ME	1962	16	11	Farny, Erika	Farny, Erika	Torga, Miguel	Bambo, die Kröte	Fictional prose	PT-E	DE
DE	ME	1962	16	11	Farny, Erika	Farny, Erika	Torga, Miguel	Vinzenz, der Rabe	Fictional prose	PT-E	DE
DE	ME	1962	16	11	Winterfeld, Hans Jürgen von	Winterfeld, Hans Jürgen von	Vivanco, Luis Felipe	El Descampado	Poetry	SP	DE
DE	ME	1962	16	12	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1963	17	1	Ege, Friedrich	Ege, Friedrich	Lundkvist, Artur	In der Zeit der Wasserstoffbombe	Poetry	SE	DE
DE	ME	1963	17	1	Möring, Richard	Möring, Richard	Mallarmé, Stéphane	Autre Eventail de Mademoiselle Mallarmé	Poetry	FR	DE
DE	ME	1963	17	1	Anon.	Anon.	Weiss, Peter	Pariser Journal	Fictional prose	SE	DE
DE	ME	1963	17	2	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1963	17	3	Dedecius, Karl	Dedecius, Karl	Różewicz, Tadeusz	Polnische Lyrik der Gegenwart	Poetry	PL	DE
DE	ME	1963	17	3	Anon.	Anon.	Herbert, Zbigniew	Polnische Lyrik der Gegenwart	Poetry	PL	DE
DE	ME	1963	17	3	Anon.	Anon.	Weiss, Peter	Pariser Journal II	Fictional prose	SE	DE
DE	ME	1963	17	3	Wuthenow, Ralph Rainer	Wuthenow, Ralph Rainer	Dazai, Osamu	Kirschen	Life-writing	JP	DE
DE	ME	1963	17	4	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1963	17	5	Dedecius, Karl	Dedecius, Karl	Popa, Vasko	Jugoslawische Lyrik der Gegenwart	Poetry	RO	DE
DE	ME	1963	17	5	Titel, Britta; Miodrag, Vukié	Titel, Britta; Miodrag, Vukié	Pavlovic, Miodrag	Jugoslawische Lyrik der Gegenwart	Poetry	SERB	DE
DE	ME	1963	17	5	Schmied, Wieland	Schmied, Wieland	Motokiyo, Seami	Kakitsubata (Die Zeitlose)	Drama	JP	DE
DE	ME	1963	17	5	Leonhard, Kurt	Leonhard, Kurt	Leiris, Michel	Auf dem Floß der Medusa	Life-writing	FR	DE
DE	ME	1963	17	6	Zimmer, Dieter E.	Zimmer, Dieter E.	Nabokov, Vladimir	Mein erstes Gedicht	Life-writing	EN-AE	DE
DE	ME	1963	17	7	Anon.	Anon.	Brzezinski, Zbigniew	Das kommunistische Schisma und der Westen	Non-fictional prose	EN-AE	DE
DE	ME	1963	17	7	Schmidt, Eckhart; Kaempfe, Alexander	Schmidt, Eckhart; Kaempfe, Alexander	Wosnessenski, Andrei	Lied der Ophelia	Poetry	RU	DE
DE	ME	1963	17	7	Schmidt, Eckhart; Kaempfe, Alexander	Schmidt, Eckhart; Kaempfe, Alexander	Wosnessenski, Andrei	Gegenschein der Augen	Poetry	RU	DE
DE	ME	1963	17	7	Schmidt, Eckhart; Kaempfe, Alexander	Schmidt, Eckhart; Kaempfe, Alexander	Wosnessenski, Andrei	Zweites Eingangsgedicht	Poetry	RU	DE
DE	ME	1963	17	7	Schmidt, Eckhart; Kaempfe, Alexander	Schmidt, Eckhart; Kaempfe, Alexander	Wosnessenski, Andrei	Abschied vom Polytechnischen Museum	Poetry	RU	DE
DE	ME	1963	17	7	Schult, Herta	Schult, Herta	Aksjonow, Wassili Pawlowitsch	Auf halbem Weg zum Mond	Fictional prose	RU	DE
DE	ME	1963	17	8	Granzow, Brigitte	Granzow, Brigitte	Arendt, Hannah	Adolf Eichmann: Von der Banalität des Bösen	Non-fictional prose	EN-AE	DE
DE	ME	1963	17	9	Hesse, Eva	Hesse, Eva	Pound, Ezra	Canto XIII	Poetry	EN-AE	DE
DE	ME	1963	17	9	Lindemann, Helmut	Lindemann, Helmut	Mumford, Lewis	Der Mythos von Megalopolis	Non-fictional prose	EN-AE	DE
DE	ME	1963	17	10	Anon.	Anon.	Bratt, Peter	Über einen zweifelhaften Strafrechtsparagraphen: Ein Streitgespräch	Life-writing	SE	DE
DE	ME	1963	17	10	Sauter, Lilly	Sauter, Lilly	Yourcenar, Marguerite	Theseus – Aspekte einer Sage	Non-fictional prose	FR	DE
DE	ME	1963	17	11	Horst, Karl August	Horst, Karl August	Chiaromonte, Nicola	Bild und Wort: Anmerkungen zum intellektuellen Film 	Non-fictional prose	IT	DE
DE	ME	1963	17	12	Emmerich, Leo	Emmerich, Leo	Toynbee, Arnold J.	Europa, der Gemeinsame Markt und England	Non-fictional prose	EN-BE	DE
DE	ME	1963	17	12	Vordtriede, Werner; Enzensberger, Christian	Vordtriede, Werner; Enzensberger, Christian	Trypanis, C. A.; Seferis, Giorgos	Griechische Dichtung der Gegenwart	Poetry	GR	DE
DE	ME	1964	18	1	Fried, Erich	Fried, Erich	Rokeah, David	Zeit	Poetry	HEB	DE
DE	ME	1964	18	1	Fried, Erich	Fried, Erich	Rokeah, David	Wie Gemälde	Poetry	HEB	DE
DE	ME	1964	18	1	Fried, Erich	Fried, Erich	Rokeah, David	Gericht	Poetry	HEB	DE
DE	ME	1964	18	1	Fried, Erich	Fried, Erich	Rokeah, David	Anklage	Poetry	HEB	DE
DE	ME	1964	18	1	Fried, Erich	Fried, Erich	Rokeah, David	Erinnerungen	Poetry	HEB	DE
DE	ME	1964	18	1	Fried, Erich	Fried, Erich	Rokeah, David	Adar	Poetry	HEB	DE
DE	ME	1964	18	1	Rubinstein, Hilde	Rubinstein, Hilde	Strindberg, August	Über den Zerfall im künstlerischen Schaffen	Non-fictional prose	FR	DE
DE	ME	1964	18	1	Rubinstein, Hilde	Rubinstein, Hilde	Brandell, Gunnar	Der moderne Strindberg	Non-fictional prose	SE	DE
DE	ME	1964	18	2	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1964	18	3	Meyer-Clason, Curt	Meyer-Clason, Curt	Guimarães Rosa, João	Der Teufel im Wirbelwind	Fictional prose	PT-B	DE
DE	ME	1964	18	4	Lorch, Fritz	Lorch, Fritz	Auden, W. H.	Shakespeares Welttheater	Non-fictional prose	EN-BE	DE
DE	ME	1964	18	4	Scavo-Otto, Eva	Scavo-Otto, Eva	Déry, Tibor	Besuch	Fictional prose	HU	DE
DE	ME	1964	18	5	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1964	18	6	Borchers, Elisabeth	Borchers, Elisabeth	Jouve, Pierre Jean	Paulina 1880	Fictional prose	FR	DE
DE	ME	1964	18	7	Schlüter, Marguerite	Schlüter, Marguerite	Hutchins, Maude	Konversationsstück	Fictional prose	EN-AE	DE
DE	ME	1964	18	7	Anon.	Anon.	Walker, James Robert	Irisches Zeugnis: Brendan Behan (+ 20.3.1964)	Non-fictional prose	EN-BE	DE
DE	ME	1964	18	8	Arendt, Erich	Arendt, Erich	Hernández, Miguel	[Untitled]	Poetry	SP	DE
DE	ME	1964	18	8	Arendt, Erich	Arendt, Erich	Hernández, Miguel	Das Sausen der vollkommenen Wunde	Poetry	SP	DE
DE	ME	1964	18	8	Arendt, Erich	Arendt, Erich	Hernández, Miguel	[Untitled]	Poetry	SP	DE
DE	ME	1964	18	8	Arendt, Erich	Arendt, Erich	Hernández, Miguel	[Untitled]	Poetry	SP	DE
DE	ME	1964	18	8	Arendt, Erich	Arendt, Erich	Hernández, Miguel	[Untitled]	Poetry	SP	DE
DE	ME	1964	18	8	Tophoven, Elmar	Tophoven, Elmar	Sarraute, Nathalie	Das Schweigen: Ein Hörspiel	Drama	FR	DE
DE	ME	1964	18	9	Halm, Wolfgang	Halm, Wolfgang	Ortega y Gasset, José	Das römische Beispiel	Non-fictional prose	SP	DE
DE	ME	1964	18	9	Dedecius, Karl	Dedecius, Karl	Herbert, Zbigniew	Aus der mythologie	Poetry	PL	DE
DE	ME	1964	18	9	Dedecius, Karl	Dedecius, Karl	Herbert, Zbigniew	Russisches märchen	Poetry	PL	DE
DE	ME	1964	18	9	Dedecius, Karl	Dedecius, Karl	Herbert, Zbigniew	Mauer	Poetry	PL	DE
DE	ME	1964	18	9	Dedecius, Karl	Dedecius, Karl	Herbert, Zbigniew	Des kaisers traum	Poetry	PL	DE
DE	ME	1964	18	9	Dedecius, Karl	Dedecius, Karl	Herbert, Zbigniew	Klassiker	Poetry	PL	DE
DE	ME	1964	18	9	Dedecius, Karl	Dedecius, Karl	Herbert, Zbigniew	In der bibliothek	Poetry	PL	DE
DE	ME	1964	18	9	Dedecius, Karl	Dedecius, Karl	Herbert, Zbigniew	Gegenstände	Poetry	PL	DE
DE	ME	1964	18	9	Dedecius, Karl	Dedecius, Karl	Herbert, Zbigniew	Paradies der theologen	Poetry	PL	DE
DE	ME	1964	18	9	Dedecius, Karl	Dedecius, Karl	Herbert, Zbigniew	Teufel	Poetry	PL	DE
DE	ME	1964	18	10; 11	Horst, Karl August	Horst, Karl August	Ernst, Robert Curtius; Ortega y Gasset, José	Ein Briefwechsel	Life-writing	SP	DE
DE	ME	1964	18	10; 11	Demetz, Peter	Demetz, Peter	Halas, František	Europa	Poetry	CZ	DE
DE	ME	1964	18	10; 11	Sauter, Lilly	Sauter, Lilly	Yourcenar, Marguerite	Tiefer Strom, dunkler Fluß: Zur Poesie der Negro-Spirituals	Non-fictional prose	FR	DE
DE	ME	1964	18	12	Anon.	Anon.	Andrade, Carlos Drummond de	José	Poetry	PT-B	DE
DE	ME	1964	18	12	Horst, Karl August	Horst, Karl August	Borges, Jorge Luis	Die Mauer und die Bücher	Non-fictional prose	SP	DE
DE	ME	1965	19	1	Hesse, Eva	Hesse, Eva	Jeffers, Robinson	Mythen	Poetry	EN-AE	DE
DE	ME	1965	19	1	Hesse, Eva	Hesse, Eva	Jeffers, Robinson	Ende der Welt	Poetry	EN-AE	DE
DE	ME	1965	19	2	Hesse, Eva	Hesse, Eva	Eliot, T. S.	Gerontion	Poetry	EN-BE	DE
DE	ME	1965	19	3	Brońska-Pampuch, Wanda	Brońska-Pampuch, Wanda	Kolakowski, Leszek	Erbauliche Geschichten aus der Heiligen Schrift zur Lehre und zur Warnung	Fictional prose	PL	DE
DE	ME	1965	19	4	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1965	19	5	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1965	19	6	NONE	NONE	NONE	NONE	NONE	NONE	NONE
DE	ME	1965	19	7	Anon.	Anon.	Nossak, Hans Erich	Proligio: Ein Traktat über die Zukunft des Menschen	Non-fictional prose	EN-AE	DE
DE	ME	1965	19	8	Hasenclever, Walter	Hasenclever, Walter	Bellow, Saul	Herzogs Briefe	Fictional prose	EN-AE	DE
DE	ME	1965	19	9	Schickel, Joachim	Schickel, Joachim	Tse-Tung, Mao	Ch‘ang-sha	Poetry	CH	DE
DE	ME	1965	19	9	Schickel, Joachim	Schickel, Joachim	Tse-Tung, Mao	Ch‘ung-yang Fest	Poetry	CH	DE
DE	ME	1965	19	9	Schickel, Joachim	Schickel, Joachim	Tse-Tung, Mao	K‘un-lun	Poetry	CH	DE
DE	ME	1965	19	9	Schickel, Joachim	Schickel, Joachim	Tse-Tung, Mao	Für Liu Ya-tzu	Poetry	CH	DE
DE	ME	1965	19	9	Schickel, Joachim	Schickel, Joachim	Tse-Tung, Mao	Schwimmen	Poetry	CH	DE
DE	ME	1965	19	9	Schickel, Joachim	Schickel, Joachim	Tse-Tung, Mao	Ode an die Winterkirsche	Poetry	CH	DE
DE	ME	1965	19	9	Schickel, Joachim	Schickel, Joachim	Tse-Tung, Mao	Winterwolken	Poetry	CH	DE
DE	ME	1965	19	9	Schickel, Joachim	Schickel, Joachim	Tse-Tung, Mao	Für Kuo Mo-jo	Poetry	CH	DE
DE	ME	1965	19	10	Fried, Erich	Fried, Erich	Rokeah, David	Wolkenstunde	Poetry	HEB	DE
DE	ME	1965	19	10	Fried, Erich	Fried, Erich	Rokeah, David	Aus Narben	Poetry	HEB	DE
DE	ME	1965	19	10	Fried, Erich	Fried, Erich	Rokeah, David	Besser nicht	Poetry	HEB	DE
DE	ME	1965	19	10	Fried, Erich	Fried, Erich	Rokeah, David	Schon Herbst	Poetry	HEB	DE
DE	ME	1965	19	10	Fried, Erich	Fried, Erich	Rokeah, David	Wieder Licht	Poetry	HEB	DE
DE	ME	1965	19	11	Anon.	Anon.	Steiner, George	Aufzeichnung eines Überlebenden	Life-writing	EN-AE	DE
DE	ME	1965	19	11	Dietz, Günter	Dietz, Günter	Ritsos, Jannis	Aus den „Zeugenerklärungen“	Poetry	GR	DE
DE	ME	1965	19	11	Kemp, Friedhelm	Kemp, Friedhelm	Jouhandeau, Marcel	Veronicaeana	Fictional prose	FR	DE
DE	ME	1965	19	12	Dedecius, Karl	Dedecius, Karl	Milosz, Czeslaw	Armer Poet	Non-fictional prose	PL	DE
DE	MO	1948	NONE	1	Anon.	Doblhofer, Ernst	Russell, Bertrand	Der Weg zum Weltstaat	Non-fictional prose	EN-BE	DE
DE	MO	1948	NONE	1	Anon.	Doblhofer, Ernst	Toynbee, Arnold J.	Bewährung des Westens	Non-fictional prose	EN-BE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Koestler, Arthur	Brief aus Tel Aviv: Die umgestülpte Pyramide	Non-fictional prose	EN-BE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Middleton, Drew	Sowjet-Russland ohne Propaganda. Berichte eines Auslands-Korrespondenten (1/2)	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Calder, Ritchie	Brief aus Mexiko City: Vulkanausbruch in Zeitlupe	Non-fictional prose	EN-BE	DE
DE	MO	1948	NONE	1	Anon.	Laporte, Luise; Grote, Gertrud	Santayana, George	Die kleinen Sorgen 	Quotation	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Sartre, Jean-Paul	Man schreibt für seine Zeit	Non-fictional prose	FR	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Kallas, Hillar	Brief aus Helsinki: Finnland steht fest	Non-fictional prose	FI	DE
DE	MO	1948	NONE	1	Schiebelhuth, Hans	Schiebelhuth, Hans	Wolfe, Thomas	Dunkel im Walde, fremd wie die Zeit. Eine Erzählung	Fictional prose	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Reinhard, Ernst	Wolfe, Thomas	Something has spoken to me in the night / Irgendwas sprach zu mir in der Nacht	Fictional prose	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Schiebelhuth, Hans	Wolfe, Thomas	Heimweh in Paris. Aus dem Tagebuch eines Romans	Life-writing	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Wolfe, Thomas	„Alles war so ganz anders ...“ Aus einem Brief	Life-writing	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Kazin, Alfred	Rhetorik und Verzweiflung	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Pritchett, V. S.	Archaisches Lukanien	Book review	EN-BE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Frank, Waldo	Rom auf der Marionettenbühne	Book review	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	West, Rebecca	Geliebter und gehaßter Churchill	Book review	EN-BE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Shub, Boris	Lüge und Illusion	Book review	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Crossman, Richard	Dr. Goebbels privat	Book review	EN-BE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Otis Hivnor, Mary	Jean-Louis Barrault und das magische Theater	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Agee, James	Eisensteins letztes Werk	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Spender, Stephen	Besuch bei Picasso (excerpt from: European Witness (1946))	Life-writing	EN-BE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Greenberg, Clement	Berliner Kunstschätze in den USA	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	1	Anon.	Anon.	Bowra, C. M.	Ein italienischer Lyriker. Salvatore Quasimodo	Non-fictional prose	EN-BE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Ward, Barbara	Ist der Krieg mit Russland unvermeidlich?	Non-fictional prose	EN-BE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Hook, Sidney	Drei Grundzüge westlichen Denkens	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Burnham, James	Vom Wesen des Kommunismus	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	2	Baudisch, Paul	Baudisch, Paul	Hemingway, Ernest	Abendessen im Hotel Gaylord	Fictional prose	EN-AE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	McCallum, Neil	Brief aus Südfrankreich: Stiere in Arles	Non-fictional prose	EN-BE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Middleton, Drew	Sowjet-Russland ohne Propaganda. Berichte eines Auslands-Korrespondenten (2/2)	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Shub, Boris	Revolution im November. Aus Anlaß von zwei Jahrestagen	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Kazin, Alfred	Keine wackere neue Welt mehr!	Book review	EN-AE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Huxley, Aldous	Der Augenblick	Quotation	EN-BE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Olivier, Laurence	Dreimal Hamlet (1/3)	Non-fictional prose	EN-BE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Mauriac, Claude	Dreimal Hamlet (2/3)	Non-fictional prose	FR	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Herring, Robert	Dreimal Hamlet (3/3)	Non-fictional prose	EN-BE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Roditi, Edouard	Gibt es eine Neger-Lyrik? Bemerkungen über eine tendenziöse Anthologie	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	2	Anon.	Anon.	Douglas, Norman	Die Platte Weisheit 	Quotation	EN-BE	DE
DE	MO	1948	NONE	2	Feist, Hans	Feist, Hans	Eliot, T. S.	The Rock	Poetry	EN-BE	DE
DE	MO	1948	NONE	2	Anon.	Kracauer, Siegfried	Kracauer, Siegfried	Das Kabinett des Dr. Caligari	Non-fictional prose	EN-AE	DE
DE	MO	1948	NONE	3	Anon.	Anon.	Croce, Benedetto	Der Antichrist in uns	Non-fictional prose	IT	DE
DE	MO	1948	NONE	3	Anon.	Anon.	Huxley, Aldous	Was kostet der Fortschritt?	Non-fictional prose	EN-BE	DE
